Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
03/11/2025 12:08:17,Tình Nguyện Viên,,38,Lào Cai,"kỹ thuật nông nghiệp, trồng cây",cuối tuần,môi trường,,,,,,,
03/11/2025 12:08:32,Tình Nguyện Viên,,28,TP. Hồ Chí Minh,"ngoại ngữ, hướng dẫn, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:08:47,Tình Nguyện Viên,,24,Nghệ An,"chăm sóc, y tế",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:09:02,Tình Nguyện Viên,,20,Lào Cai,"giao tiếp, tổ chức lớp học",ban ngày,"cộng đồng, giáo dục",,,,,,,
03/11/2025 12:09:17,Tình Nguyện Viên,,23,Thanh Hóa,"dạy học, hỗ trợ học sinh",cuối tuần,trẻ em,,,,,,,
03/11/2025 12:09:31,Tình Nguyện Viên,,25,Sóc Trăng,"viết nội dung, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:09:45,Tình Nguyện Viên,,26,Phú Yên,giao tiếp,cuối tuần,văn hóa,,,,,,,
03/11/2025 12:09:59,Tình Nguyện Viên,,27,Nghệ An,"viết nội dung, thiết kế, chụp ảnh",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 12:10:13,Tình Nguyện Viên,,28,Bắc Giang,"hướng dẫn, tổ chức tour",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:10:28,Tình Nguyện Viên,,30,Quảng Nam,"bảo tồn, làm vườn",cuối tuần,môi trường,,,,,,,
03/11/2025 12:10:42,Tình Nguyện Viên,,23,Quảng Ngãi,quay phim,cuối tuần,truyền thông,,,,,,,
03/11/2025 12:10:56,Tình Nguyện Viên,,21,Đắk Lắk,"bán hàng, kế toán",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:11:11,Tình Nguyện Viên,,40,Bắc Giang,dạy học,cuối tuần,"cộng đồng, giáo dục",,,,,,,
03/11/2025 12:11:26,Tình Nguyện Viên,,26,Lào Cai,"giao tiếp, tổ chức tour",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 12:11:40,Tình Nguyện Viên,,24,Thanh Hóa,ngoại ngữ,cuối tuần,văn hóa,,,,,,,
03/11/2025 12:11:56,Tình Nguyện Viên,,20,Bà Rịa - Vũng Tàu,thiết kế,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 12:12:11,Tình Nguyện Viên,,21,Khánh Hòa,"thiết kế UI, quản trị hệ thống, lập trình",buổi tối,đổi mới,,,,,,,
03/11/2025 12:12:25,Tình Nguyện Viên,,28,Phú Yên,"y tế, chăm sóc, sơ cứu",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:12:41,Tình Nguyện Viên,,26,Thanh Hóa,"tổ chức lớp học, hỗ trợ học sinh",ban ngày,"giáo dục, cộng đồng",,,,,,,
03/11/2025 12:12:56,Tình Nguyện Viên,,26,Quảng Ngãi,"quản lý dự án, phân tích tài chính, kế toán",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 12:13:11,Tình Nguyện Viên,,26,Nghệ An,"viết nội dung, MC, tổ chức sự kiện",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 12:13:26,Tình Nguyện Viên,,19,Hải Phòng,hỗ trợ bệnh nhân,ban ngày,sức khỏe,,,,,,,
03/11/2025 12:13:41,Tình Nguyện Viên,,22,Hải Phòng,"viết nội dung, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:13:56,Tình Nguyện Viên,,22,Gia Lai,viết nội dung,cuối tuần,nghệ thuật,,,,,,,
03/11/2025 12:14:11,Tình Nguyện Viên,,20,Trà Vinh,y tế,ban ngày,cộng đồng,,,,,,,
03/11/2025 12:14:27,Tình Nguyện Viên,,20,Kiên Giang,"tổ chức tour, hướng dẫn",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 12:14:41,Tình Nguyện Viên,,20,Khánh Hòa,"giao tiếp, tổ chức lớp học",ban ngày,trẻ em,,,,,,,
03/11/2025 12:14:57,Tình Nguyện Viên,,25,An Giang,"hỗ trợ học sinh, tổ chức lớp học, giao tiếp",cuối tuần,"giáo dục, cộng đồng",,,,,,,
03/11/2025 12:15:12,Tình Nguyện Viên,,23,Long An,"lập trình, quản trị hệ thống, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
03/11/2025 12:15:27,Tình Nguyện Viên,,25,Long An,"viết nội dung, thiết kế, chụp ảnh",linh hoạt,truyền thông,,,,,,,
03/11/2025 12:15:42,Tình Nguyện Viên,,24,Quảng Ninh,"hướng dẫn, giao tiếp, tổ chức tour",cuối tuần,du lịch,,,,,,,
03/11/2025 12:15:57,Tình Nguyện Viên,,20,Bắc Giang,"bán hàng, kế toán, quản lý dự án",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 12:16:14,Tình Nguyện Viên,,18,Thanh Hóa,"kế toán, quản lý dự án, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 12:16:29,Tình Nguyện Viên,,19,Thanh Hóa,dạy học,ban ngày,trẻ em,,,,,,,
03/11/2025 12:16:43,Tình Nguyện Viên,,23,Phú Yên,bán hàng,ban ngày,kinh doanh,,,,,,,
03/11/2025 12:16:58,Tình Nguyện Viên,,26,Nghệ An,marketing,cuối tuần,truyền thông,,,,,,,
03/11/2025 12:17:13,Tình Nguyện Viên,,30,Bắc Giang,viết nội dung,cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:17:27,Tình Nguyện Viên,,27,Huế,"trồng cây, bảo tồn, làm vườn",cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 12:17:43,Tình Nguyện Viên,,40,Huế,"tổ chức lớp học, dạy học",ban ngày,"trẻ em, giáo dục",,,,,,,
03/11/2025 12:17:57,Tình Nguyện Viên,,20,Lào Cai,chăm sóc,ban ngày,sức khỏe,,,,,,,
03/11/2025 12:18:12,Tình Nguyện Viên,,27,Đắk Lắk,hướng dẫn,cuối tuần,văn hóa,,,,,,,
03/11/2025 12:18:26,Tình Nguyện Viên,,21,Thanh Hóa,"phân tích dữ liệu, lập trình",online,"khoa học, đổi mới",,,,,,,
03/11/2025 12:18:42,Tình Nguyện Viên,,26,Bình Dương,"quản trị hệ thống, phân tích dữ liệu, thiết kế UI",buổi tối,"đổi mới, khoa học",,,,,,,
03/11/2025 12:18:56,Tình Nguyện Viên,,23,Huế,"giao tiếp, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:19:11,Tình Nguyện Viên,,27,Quảng Ngãi,"giao tiếp, ngoại ngữ",linh hoạt,du lịch,,,,,,,
03/11/2025 12:19:27,Tình Nguyện Viên,,23,Hà Nội,"hỗ trợ bệnh nhân, y tế",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:19:42,Tình Nguyện Viên,,23,Khánh Hòa,"MC, tổ chức sự kiện, viết nội dung",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:19:57,Tình Nguyện Viên,,21,An Giang,"hỗ trợ học sinh, dạy học, giao tiếp",ban ngày,giáo dục,,,,,,,
03/11/2025 12:20:11,Tình Nguyện Viên,,25,Đồng Nai,hỗ trợ học sinh,ban ngày,giáo dục,,,,,,,
03/11/2025 12:20:25,Tình Nguyện Viên,,25,Quảng Ninh,"sơ cứu, chăm sóc",ban ngày,cộng đồng,,,,,,,
03/11/2025 12:20:41,Tình Nguyện Viên,,25,Huế,"chụp ảnh, viết nội dung",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 12:20:56,Tình Nguyện Viên,,29,Kiên Giang,"giao tiếp, hỗ trợ học sinh, tổ chức lớp học",cuối tuần,"cộng đồng, giáo dục",,,,,,,
03/11/2025 12:21:11,Tình Nguyện Viên,,24,Nghệ An,"viết nội dung, marketing",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:21:26,Tình Nguyện Viên,,24,Hải Phòng,"ngoại ngữ, tổ chức tour",cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 12:21:41,Tình Nguyện Viên,,25,Gia Lai,"lập trình, quản trị hệ thống, thiết kế UI",online,"công nghệ, khoa học",,,,,,,
03/11/2025 12:21:56,Tình Nguyện Viên,,29,Phú Yên,"marketing, viết nội dung",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:22:11,Tình Nguyện Viên,,26,Đắk Lắk,bán hàng,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:22:25,Tình Nguyện Viên,,20,Quảng Ninh,"hỗ trợ bệnh nhân, sơ cứu",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:22:40,Tình Nguyện Viên,,24,Quảng Ngãi,"hỗ trợ bệnh nhân, chăm sóc, sơ cứu",ban ngày,cộng đồng,,,,,,,
03/11/2025 12:22:56,Tình Nguyện Viên,,26,Bình Định,"marketing, viết nội dung, tổ chức sự kiện",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:23:11,Tình Nguyện Viên,,28,Lào Cai,tổ chức tour,cuối tuần,du lịch,,,,,,,
03/11/2025 12:23:26,Tình Nguyện Viên,,29,Trà Vinh,hướng dẫn,linh hoạt,du lịch,,,,,,,
03/11/2025 12:23:42,Tình Nguyện Viên,,28,Nghệ An,"giao tiếp, hỗ trợ học sinh, tổ chức lớp học",cuối tuần,giáo dục,,,,,,,
03/11/2025 12:23:58,Tình Nguyện Viên,,22,Huế,"giao tiếp, hướng dẫn, ngoại ngữ",cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 12:24:14,Tình Nguyện Viên,,28,Sóc Trăng,kỹ thuật nông nghiệp,cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 12:24:28,Tình Nguyện Viên,,28,Hải Phòng,"kỹ thuật nông nghiệp, bảo tồn",cuối tuần,môi trường,,,,,,,
03/11/2025 12:24:45,Tình Nguyện Viên,,24,Bình Dương,"tổ chức sự kiện, viết nội dung",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 12:25:01,Tình Nguyện Viên,,20,Đắk Lắk,hướng dẫn,cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 12:25:16,Tình Nguyện Viên,,29,Sóc Trăng,"quản trị hệ thống, thiết kế UI",online,công nghệ,,,,,,,
03/11/2025 12:25:32,Tình Nguyện Viên,,22,Khánh Hòa,"kế toán, quản lý dự án",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:25:50,Tình Nguyện Viên,,20,Hà Nội,thiết kế,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 12:26:05,Tình Nguyện Viên,,40,Long An,"giao tiếp, hỗ trợ học sinh",ban ngày,giáo dục,,,,,,,
03/11/2025 12:26:20,Tình Nguyện Viên,,27,Bà Rịa - Vũng Tàu,"quay phim, thiết kế",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:26:35,Tình Nguyện Viên,,28,Thanh Hóa,"phân tích dữ liệu, thiết kế UI",online,khoa học,,,,,,,
03/11/2025 12:26:50,Tình Nguyện Viên,,18,Bắc Giang,"thiết kế UI, phân tích dữ liệu",online,khoa học,,,,,,,
03/11/2025 12:27:06,Tình Nguyện Viên,,25,Nghệ An,hỗ trợ bệnh nhân,ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:27:21,Tình Nguyện Viên,,26,Phú Yên,hỗ trợ học sinh,ban ngày,cộng đồng,,,,,,,
03/11/2025 12:27:36,Tình Nguyện Viên,,27,Hà Nội,"tổ chức tour, ngoại ngữ",linh hoạt,"du lịch, văn hóa",,,,,,,
03/11/2025 12:27:52,Tình Nguyện Viên,,21,Quảng Nam,hỗ trợ bệnh nhân,ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:28:08,Tình Nguyện Viên,,29,Huế,viết nội dung,cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 12:28:23,Tình Nguyện Viên,,24,Phú Yên,"y tế, chăm sóc, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:28:37,Tình Nguyện Viên,,27,Cần Thơ,"hỗ trợ học sinh, tổ chức lớp học, dạy học",ban ngày,trẻ em,,,,,,,
03/11/2025 12:28:52,Tình Nguyện Viên,,25,Lào Cai,"giao tiếp, hỗ trợ học sinh",ban ngày,trẻ em,,,,,,,
03/11/2025 12:29:07,Tình Nguyện Viên,,27,Quảng Ninh,"tổ chức tour, hướng dẫn, giao tiếp",cuối tuần,văn hóa,,,,,,,
03/11/2025 12:29:23,Tình Nguyện Viên,,25,Đồng Nai,phân tích dữ liệu,online,"đổi mới, công nghệ",,,,,,,
03/11/2025 12:29:40,Tình Nguyện Viên,,23,Bà Rịa - Vũng Tàu,"tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:29:56,Tình Nguyện Viên,,29,Thanh Hóa,"quản lý dự án, bán hàng, kế toán",ban ngày,lãnh đạo,,,,,,,
03/11/2025 12:30:12,Tình Nguyện Viên,,18,TP. Hồ Chí Minh,"quản lý dự án, kế toán",ban ngày,kinh doanh,,,,,,,
03/11/2025 12:30:29,Tình Nguyện Viên,,26,Khánh Hòa,"quản trị hệ thống, lập trình",buổi tối,công nghệ,,,,,,,
03/11/2025 12:30:47,Tình Nguyện Viên,,22,Bắc Giang,"bảo tồn, kỹ thuật nông nghiệp",cuối tuần,thiện nguyện,,,,,,,
03/11/2025 12:31:01,Tình Nguyện Viên,,22,Gia Lai,làm vườn,cuối tuần,thiện nguyện,,,,,,,
03/11/2025 12:31:17,Tình Nguyện Viên,,24,Cần Thơ,giao tiếp,linh hoạt,"du lịch, văn hóa",,,,,,,
03/11/2025 12:31:32,Tình Nguyện Viên,,20,Hải Phòng,tổ chức sự kiện,cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 12:31:47,Tình Nguyện Viên,,27,Phú Yên,"hỗ trợ bệnh nhân, sơ cứu, y tế",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 12:32:01,Tình Nguyện Viên,,28,Hà Nội,"thiết kế, quay phim, viết nội dung",linh hoạt,truyền thông,,,,,,,
03/11/2025 12:32:16,Tình Nguyện Viên,,29,Long An,"sơ cứu, chăm sóc",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:32:30,Tình Nguyện Viên,,18,Huế,"ngoại ngữ, tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:32:45,Tình Nguyện Viên,,20,An Giang,"quản trị hệ thống, thiết kế UI",buổi tối,"khoa học, công nghệ",,,,,,,
03/11/2025 12:33:00,Tình Nguyện Viên,,20,Quảng Ninh,"quay phim, chụp ảnh",linh hoạt,truyền thông,,,,,,,
03/11/2025 12:33:14,Tình Nguyện Viên,,23,Kiên Giang,"thiết kế, quay phim, chụp ảnh",cuối tuần,nghệ thuật,,,,,,,
03/11/2025 12:33:29,Tình Nguyện Viên,,25,Long An,"giao tiếp, ngoại ngữ, hướng dẫn",cuối tuần,"du lịch, văn hóa",,,,,,,
03/11/2025 12:33:44,Tình Nguyện Viên,,37,Lào Cai,dạy học,ban ngày,giáo dục,,,,,,,
03/11/2025 12:33:58,Tình Nguyện Viên,,25,Long An,làm vườn,cuối tuần,"môi trường, thiện nguyện",,,,,,,
03/11/2025 12:34:13,Tình Nguyện Viên,,24,TP. Hồ Chí Minh,"giao tiếp, ngoại ngữ",cuối tuần,"văn hóa, du lịch",,,,,,,
03/11/2025 12:34:26,Tình Nguyện Viên,,26,Hà Nội,"viết nội dung, MC, marketing",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:34:41,Tình Nguyện Viên,,23,Sóc Trăng,"làm vườn, bảo tồn, trồng cây",cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 12:34:55,Tình Nguyện Viên,,25,Bà Rịa - Vũng Tàu,"sơ cứu, chăm sóc, y tế",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:35:11,Tình Nguyện Viên,,29,An Giang,"quản lý dự án, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
03/11/2025 12:35:26,Tình Nguyện Viên,,25,Quảng Nam,"tổ chức lớp học, dạy học, giao tiếp",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:35:41,Tình Nguyện Viên,,24,Long An,"y tế, hỗ trợ bệnh nhân",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:35:55,Tình Nguyện Viên,,24,Kiên Giang,"y tế, chăm sóc",ban ngày,cộng đồng,,,,,,,
03/11/2025 12:36:09,Tình Nguyện Viên,,21,Trà Vinh,dạy học,ban ngày,trẻ em,,,,,,,
03/11/2025 12:36:24,Tình Nguyện Viên,,27,Bà Rịa - Vũng Tàu,"lập trình, thiết kế UI",online,"đổi mới, công nghệ",,,,,,,
03/11/2025 12:36:40,Tình Nguyện Viên,,25,An Giang,bán hàng,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:36:56,Tình Nguyện Viên,,29,An Giang,"marketing, MC, viết nội dung",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:37:12,Tình Nguyện Viên,,27,Đắk Lắk,"giao tiếp, dạy học",cuối tuần,trẻ em,,,,,,,
03/11/2025 12:37:28,Tình Nguyện Viên,,18,Quảng Ninh,bảo tồn,cuối tuần,môi trường,,,,,,,
03/11/2025 12:37:44,Tình Nguyện Viên,,28,Phú Yên,"chăm sóc, y tế",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:38:02,Tình Nguyện Viên,,28,Cần Thơ,"sơ cứu, chăm sóc",ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:38:17,Tình Nguyện Viên,,24,Quảng Nam,quản trị hệ thống,online,"đổi mới, khoa học",,,,,,,
03/11/2025 12:38:33,Tình Nguyện Viên,,23,An Giang,trồng cây,cuối tuần,thiện nguyện,,,,,,,
03/11/2025 12:38:48,Tình Nguyện Viên,,18,Bắc Giang,hỗ trợ bệnh nhân,ban ngày,sức khỏe,,,,,,,
03/11/2025 12:39:02,Tình Nguyện Viên,,23,Bà Rịa - Vũng Tàu,"trồng cây, kỹ thuật nông nghiệp, làm vườn",cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 12:39:17,Tình Nguyện Viên,,25,Quảng Ngãi,"giao tiếp, hướng dẫn",linh hoạt,du lịch,,,,,,,
03/11/2025 12:39:32,Tình Nguyện Viên,,20,Sóc Trăng,"làm vườn, trồng cây",cuối tuần,"thiện nguyện, môi trường",,,,,,,
03/11/2025 12:39:48,Tình Nguyện Viên,,19,Kiên Giang,bán hàng,ban ngày,kinh doanh,,,,,,,
03/11/2025 12:40:03,Tình Nguyện Viên,,24,Long An,MC,cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:40:23,Tình Nguyện Viên,,19,Đồng Nai,"kỹ thuật nông nghiệp, bảo tồn",cuối tuần,thiện nguyện,,,,,,,
03/11/2025 12:40:41,Tình Nguyện Viên,,27,Trà Vinh,"hỗ trợ học sinh, dạy học",ban ngày,trẻ em,,,,,,,
03/11/2025 12:40:55,Tình Nguyện Viên,,28,Quảng Nam,"hướng dẫn, ngoại ngữ, tổ chức tour",linh hoạt,"du lịch, văn hóa",,,,,,,
03/11/2025 12:41:10,Tình Nguyện Viên,,26,Kiên Giang,"trồng cây, làm vườn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
03/11/2025 12:41:24,Tình Nguyện Viên,,20,Kiên Giang,chăm sóc,ban ngày,cộng đồng,,,,,,,
03/11/2025 12:41:39,Tình Nguyện Viên,,20,Bình Dương,"MC, marketing, viết nội dung",cuối tuần,"cộng đồng, truyền thông",,,,,,,
03/11/2025 12:41:54,Tình Nguyện Viên,,29,Kiên Giang,"sơ cứu, hỗ trợ bệnh nhân, y tế",ban ngày,cộng đồng,,,,,,,
03/11/2025 12:42:09,Tình Nguyện Viên,,28,Long An,"y tế, sơ cứu",ban ngày,sức khỏe,,,,,,,
03/11/2025 12:42:24,Tình Nguyện Viên,,37,Gia Lai,"sơ cứu, hỗ trợ bệnh nhân",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 12:42:39,Tình Nguyện Viên,,26,Huế,"viết nội dung, tổ chức sự kiện, MC",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:42:53,Tình Nguyện Viên,,27,Khánh Hòa,dạy học,ban ngày,"cộng đồng, giáo dục",,,,,,,
03/11/2025 12:43:10,Tình Nguyện Viên,,27,Hải Phòng,"thiết kế, viết nội dung",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:43:25,Tình Nguyện Viên,,24,Quảng Ngãi,"viết nội dung, chụp ảnh, quay phim",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 12:43:40,Tình Nguyện Viên,,27,Quảng Ngãi,"thiết kế UI, quản trị hệ thống, lập trình",buổi tối,công nghệ,,,,,,,
03/11/2025 12:43:55,Tình Nguyện Viên,,23,Quảng Nam,"lập trình, thiết kế UI",buổi tối,đổi mới,,,,,,,
03/11/2025 12:44:10,Tình Nguyện Viên,,18,Lào Cai,"phân tích dữ liệu, thiết kế UI, lập trình",buổi tối,"công nghệ, đổi mới",,,,,,,
03/11/2025 12:44:25,Tình Nguyện Viên,,20,Đồng Nai,"bảo tồn, làm vườn, trồng cây",cuối tuần,thiện nguyện,,,,,,,
03/11/2025 12:44:40,Tình Nguyện Viên,,32,Bà Rịa - Vũng Tàu,"thiết kế, viết nội dung",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 12:44:55,Tình Nguyện Viên,,21,Đắk Lắk,"kế toán, quản lý dự án, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
03/11/2025 12:45:22,Tình Nguyện Viên,,39,Lào Cai,"giao tiếp, ngoại ngữ, hướng dẫn",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:45:38,Tình Nguyện Viên,,30,Long An,kế toán,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:45:59,Tình Nguyện Viên,,34,Khánh Hòa,quản trị hệ thống,buổi tối,"đổi mới, công nghệ",,,,,,,
03/11/2025 12:46:17,Tình Nguyện Viên,,25,Hà Nội,"tổ chức sự kiện, viết nội dung, MC",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:46:32,Tình Nguyện Viên,,27,An Giang,"viết nội dung, quay phim, chụp ảnh",linh hoạt,nghệ thuật,,,,,,,
03/11/2025 12:46:47,Tình Nguyện Viên,,25,Sóc Trăng,"bán hàng, phân tích tài chính, kế toán",ban ngày,lãnh đạo,,,,,,,
03/11/2025 12:47:02,Tình Nguyện Viên,,23,Đồng Nai,"y tế, hỗ trợ bệnh nhân, sơ cứu",ban ngày,"cộng đồng, sức khỏe",,,,,,,
03/11/2025 12:47:17,Tình Nguyện Viên,,31,Gia Lai,"quay phim, chụp ảnh, thiết kế",cuối tuần,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 12:47:32,Tình Nguyện Viên,,29,Phú Yên,"tổ chức sự kiện, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:47:48,Tình Nguyện Viên,,28,Phú Yên,"thiết kế UI, phân tích dữ liệu, lập trình",buổi tối,"công nghệ, khoa học",,,,,,,
03/11/2025 12:48:11,Tình Nguyện Viên,,27,Bà Rịa - Vũng Tàu,"quản lý dự án, bán hàng",ban ngày,lãnh đạo,,,,,,,
03/11/2025 12:48:27,Tình Nguyện Viên,,25,Đắk Lắk,"thiết kế, quay phim",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
03/11/2025 12:48:44,Tình Nguyện Viên,,21,Sóc Trăng,"lập trình, thiết kế UI",buổi tối,"đổi mới, công nghệ",,,,,,,
03/11/2025 12:49:00,Tình Nguyện Viên,,27,Đắk Lắk,"tổ chức lớp học, dạy học",cuối tuần,"trẻ em, cộng đồng",,,,,,,
03/11/2025 12:49:15,Tình Nguyện Viên,,22,Bắc Giang,"làm vườn, bảo tồn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
03/11/2025 12:49:54,Tình Nguyện Viên,,22,Bắc Giang,thiết kế UI,buổi tối,đổi mới,,,,,,,
03/11/2025 12:50:13,Tình Nguyện Viên,,21,Phú Yên,"ngoại ngữ, hướng dẫn, tổ chức tour",linh hoạt,"văn hóa, du lịch",,,,,,,
03/11/2025 12:51:17,Tình Nguyện Viên,,20,Huế,"phân tích tài chính, quản lý dự án, kế toán",ban ngày,lãnh đạo,,,,,,,
03/11/2025 12:51:34,Tình Nguyện Viên,,23,Phú Yên,"thiết kế UI, lập trình",online,đổi mới,,,,,,,
03/11/2025 12:52:38,Tình Nguyện Viên,,27,Quảng Ngãi,"quay phim, thiết kế",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
03/11/2025 12:52:54,Tình Nguyện Viên,,24,Bình Dương,"MC, viết nội dung",cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:53:11,Tình Nguyện Viên,,24,Gia Lai,"lập trình, quản trị hệ thống, phân tích dữ liệu",online,khoa học,,,,,,,
03/11/2025 12:53:28,Tình Nguyện Viên,,24,Long An,"MC, marketing",cuối tuần,"truyền thông, cộng đồng",,,,,,,
03/11/2025 12:53:45,Tình Nguyện Viên,,23,An Giang,tổ chức lớp học,cuối tuần,giáo dục,,,,,,,
03/11/2025 12:54:01,Tình Nguyện Viên,,24,Kiên Giang,"kế toán, quản lý dự án, bán hàng",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
03/11/2025 12:54:46,Tình Nguyện Viên,,24,Bà Rịa - Vũng Tàu,"marketing, MC",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:55:01,Tình Nguyện Viên,,26,Quảng Nam,"thiết kế UI, lập trình",online,"khoa học, đổi mới",,,,,,,
03/11/2025 12:55:19,Tình Nguyện Viên,,18,Đà Nẵng,viết nội dung,cuối tuần,cộng đồng,,,,,,,
03/11/2025 12:55:46,Tình Nguyện Viên,,27,Quảng Nam,"chụp ảnh, viết nội dung, thiết kế",cuối tuần,truyền thông,,,,,,,
03/11/2025 12:56:03,Tình Nguyện Viên,,20,Đắk Lắk,"quản trị hệ thống, lập trình, phân tích dữ liệu",online,"công nghệ, khoa học",,,,,,,
03/11/2025 12:56:18,Tình Nguyện Viên,,25,Đà Nẵng,"thiết kế UI, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
03/11/2025 12:56:35,Tình Nguyện Viên,,24,Sóc Trăng,hỗ trợ bệnh nhân,ban ngày,"sức khỏe, cộng đồng",,,,,,,
03/11/2025 12:56:51,Tình Nguyện Viên,,29,Bình Dương,phân tích dữ liệu,buổi tối,"công nghệ, đổi mới",,,,,,,
03/11/2025 12:57:05,Tình Nguyện Viên,,22,Hải Phòng,tổ chức sự kiện,cuối tuần,truyền thông,,,,,,,
03/11/2025 12:57:20,Tình Nguyện Viên,,29,Huế,phân tích dữ liệu,buổi tối,"đổi mới, khoa học",,,,,,,
03/11/2025 12:57:35,Tình Nguyện Viên,,24,Bà Rịa - Vũng Tàu,y tế,ban ngày,"sức khỏe, cộng đồng",,,,,,,
